,player_id,weight,current_team,college,draft_team,draft_round,draft_position,draft_year,position_cleaned,year,game_location,player_age,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_yards,kick_return_touchdowns,punt_return_yards,punt_return_touchdowns,total_passing_fantasy_points,total_rushing_fantasy_points,total_receiving_fantasy_points,total_other_fantasy_points,total_combined_fantasy_points,height_inches
54712,24544,257.0,Dallas Cowboys,Tennessee,Dallas Cowboys,3.0,69.0,2003.0,TE,2015,H,12237.0,0,0,0,0.0,0,0,0,0,0,0,0,54,42,360,3,0,0,0,0,0.0,0.0,96.0,0,96.0,77.0
54713,24544,257.0,Dallas Cowboys,Tennessee,Dallas Cowboys,3.0,69.0,2003.0,TE,2016,A,12604.75,0,0,0,0.0,0,0,0,0,0,0,0,47,33,369,1,0,0,0,0,0.0,0.0,75.89999999999998,0,75.89999999999998,77.0
54714,24544,257.0,Dallas Cowboys,Tennessee,Dallas Cowboys,3.0,69.0,2003.0,TE,2016,H,12609.277777777776,0,0,0,0.0,0,0,0,0,0,0,0,57,42,363,3,0,0,0,0,0.0,0.0,96.29999999999998,0,96.29999999999998,77.0
54715,24544,257.0,Dallas Cowboys,Tennessee,Dallas Cowboys,3.0,69.0,2003.0,TE,2017,A,12945.95,0,0,0,0.0,0,0,0,0,0,0,0,33,25,244,2,0,0,0,0,0.0,0.0,61.4,0,61.4,77.0
54716,24544,257.0,Dallas Cowboys,Tennessee,Dallas Cowboys,3.0,69.0,2003.0,TE,2017,H,12957.892857142857,0,0,0,0.0,0,0,0,0,0,0,0,35,26,193,2,0,0,0,0,0.0,0.0,57.3,0,57.3,77.0
54763,3631,235.0,None,Rice,Houston Texans,5.0,152.0,2009.0,TE,2015,A,11317.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
54764,3631,235.0,None,Rice,Houston Texans,5.0,152.0,2009.0,TE,2015,H,11324.125,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
55129,8216,245.0,None,Wisconsin,Houston Texans,4.0,118.0,2010.0,TE,2015,A,10658.5,0,0,0,0.0,0,0,0,0,0,0,0,15,2,13,1,0,0,0,0,0.0,0.0,9.3,0,9.3,75.0
55130,8216,245.0,None,Wisconsin,Houston Texans,4.0,118.0,2010.0,TE,2015,H,10654.25,0,0,0,0.0,0,0,0,0,0,0,0,4,2,17,0,0,0,0,0,0.0,0.0,3.7,0,3.7,75.0
55684,3877,250.0,None,Louisville,Arizona Cardinals,7.0,256.0,2015.0,TE,2016,A,9203.25,0,0,0,0.0,0,0,0,0,0,0,0,2,1,14,0,0,0,0,0,0.0,0.0,2.4,0,2.4,75.0
55685,3877,250.0,None,Louisville,Arizona Cardinals,7.0,256.0,2015.0,TE,2016,H,9196.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
56170,6796,281.0,Detroit Lions,None,None,0.0,0.0,0.0,TE,2015,A,10801.875,0,0,0,0.0,0,0,0,0,0,0,0,16,12,167,2,0,0,0,0,0.0,0.0,40.7,0,40.7,79.0
56171,6796,281.0,Detroit Lions,None,None,0.0,0.0,0.0,TE,2015,H,10803.125,0,0,0,0.0,0,0,0,0,0,0,0,18,13,194,2,0,0,0,0,0.0,0.0,44.4,0,44.4,79.0
56172,6796,281.0,Detroit Lions,None,None,0.0,0.0,0.0,TE,2016,A,11177.5,0,0,0,0.0,0,0,0,0,0,0,0,8,5,86,1,0,0,0,0,0.0,0.0,19.6,0,19.6,79.0
56173,6796,281.0,Detroit Lions,None,None,0.0,0.0,0.0,TE,2016,H,11143.375,0,0,0,0.0,0,0,0,0,0,0,0,10,9,68,0,0,0,0,0,0.0,0.0,15.8,0,15.8,79.0
56174,6796,281.0,Detroit Lions,None,None,0.0,0.0,0.0,TE,2017,A,11501.95,0,0,0,0.0,0,0,0,0,0,0,0,12,9,88,1,0,0,0,0,0.0,0.0,23.8,0,23.8,79.0
56175,6796,281.0,Detroit Lions,None,None,0.0,0.0,0.0,TE,2017,H,11501.75,0,0,0,0.0,0,0,0,0,0,0,0,10,4,44,2,0,0,0,0,0.0,0.0,20.4,0,20.4,79.0
56297,22486,255.0,Denver Broncos,None,None,0.0,0.0,0.0,TE,2017,A,8850.0,0,0,0,0.0,0,0,0,0,0,0,0,4,1,34,0,0,0,0,0,0.0,0.0,4.4,0,4.4,75.0
56298,22486,255.0,Denver Broncos,None,None,0.0,0.0,0.0,TE,2017,H,8843.0,0,0,0,0.0,0,0,0,0,0,0,0,5,4,36,0,0,0,0,0,0.0,0.0,7.6,0,7.6,75.0
56678,15339,257.0,None,Mount Union,None,0.0,0.0,0.0,TE,2015,A,10023.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
56679,15339,257.0,None,Mount Union,None,0.0,0.0,0.0,TE,2015,H,10009.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
