,player_id,weight,draft_round,draft_position,draft_year,game_location,position_cleaned,height_inches,year,player_age,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_yards,kick_return_touchdowns,punt_return_yards,punt_return_touchdowns,total_passing_fantasy_points,total_rushing_fantasy_points,total_receiving_fantasy_points,total_other_fantasy_points,total_combined_fantasy_points
886,13799,213,4,143,2017,A,RB,71,2017,7892.5,0,0,0,0.0,0,0,0,0,32,98,1,8,4,57,1,35,0,0,0,0.0,15.8,15.7,0,31.5
887,13799,213,4,143,2017,H,RB,71,2017,7900.65,0,0,0,0.0,0,0,0,0,31,132,1,14,10,92,0,0,0,0,0,0.0,19.2,19.2,0,38.4
888,13833,223,0,0,0,A,RB,72,2017,8812.0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0.0,0.0,0.9,0,0.9
889,13833,223,0,0,0,H,RB,72,2017,8824.25,0,0,0,0.0,0,0,0,0,0,0,0,1,1,66,0,0,0,0,0,0.0,0.0,7.6,0,7.6
894,21588,250,0,0,0,A,TE,77,2017,10125.08333,0,0,0,0.0,0,0,0,0,0,0,0,2,2,16,1,0,0,0,0,0.0,0.0,9.6,0,9.6
895,21588,250,0,0,0,H,TE,77,2017,10118.55,0,0,0,0.0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0.0,0.0,1.3,0,1.3
900,2288,235,0,0,0,A,TE,77,2017,9614.5,0,0,0,0.0,0,0,0,0,0,0,0,30,19,196,2,0,0,0,0,0.0,0.0,50.6,0,50.6
901,2288,235,0,0,0,H,TE,77,2017,9598.5,0,0,0,0.0,0,0,0,0,0,0,0,26,16,246,2,0,0,0,0,0.0,0.0,52.6,0,52.6
904,17907,226,4,135,2016,A,QB,74,2017,8844.2,93,145,974,101.72,7,2,13,74,19,124,3,0,0,0,0,0,0,0,0,63.96,30.4,0.0,0,94.36
905,17907,226,4,135,2016,H,QB,74,2017,8856.142856999999,139,224,1446,82.95714286,11,7,12,69,20,151,2,0,0,0,0,0,0,0,0,97.84,27.1,0.0,0,124.94
908,12567,249,7,229,2015,A,TE,77,2017,8959.666667,0,0,0,0.0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0.0,0.0,1.7,0,1.7
909,12567,249,7,229,2015,H,TE,77,2017,8955.0,0,0,0,0.0,0,0,0,0,0,0,0,3,1,21,0,0,0,0,0,0.0,0.0,3.1,0,3.1
914,17016,230,1,1,2003,A,QB,77,2017,13790.5,84,146,1013,69.75,3,5,8,57,4,8,0,0,0,0,0,0,0,0,0,40.52,0.8,0.0,0,41.32
915,17016,230,1,1,2003,H,QB,77,2017,13794.916669999999,80,121,965,105.8,6,2,14,93,10,4,0,0,0,0,0,0,0,0,0,56.6,0.4,0.0,0,57.0
918,4285,218,5,171,2016,A,RB,71,2017,8457.75,0,0,0,0.0,0,0,0,0,64,259,1,8,5,25,0,0,0,0,0,0.0,31.9,7.5,0,39.4
919,4285,218,5,171,2016,H,RB,71,2017,8453.15,0,0,0,0.0,0,0,0,0,65,371,1,6,4,27,0,50,0,0,0,0.0,43.1,6.7,0,49.8
922,9894,185,5,165,2016,A,WR,70,2017,8627.75,0,0,0,0.0,0,0,0,0,12,50,0,41,31,535,4,0,0,114,1,0.0,5.0,108.5,6,119.5
923,9894,185,5,165,2016,H,WR,70,2017,8631.95,0,1,0,0.0,0,1,0,0,4,10,0,36,23,191,0,0,0,47,0,-2.0,1.0,42.1,0,41.1
929,15573,239,0,0,0,A,WR,79,2017,10210.4,0,0,0,0.0,0,0,0,0,0,0,0,2,1,46,0,0,0,0,0,0.0,0.0,5.6,0,5.6
930,15573,239,0,0,0,H,WR,79,2017,10216.5625,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
937,17463,217,1,7,2007,A,RB,74,2017,11895.0,0,0,0,0.0,0,0,0,0,81,261,0,12,6,37,0,0,0,0,0,0.0,26.1,9.7,0,35.8
938,17463,217,1,7,2007,H,RB,74,2017,11905.75,0,0,0,0.0,0,0,0,0,75,268,2,7,5,33,0,0,0,0,0,0.0,38.8,8.3,0,47.1
939,726,256,0,0,0,A,TE,77,2017,8944.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
940,726,256,0,0,0,H,TE,77,2017,8896.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
943,20091,194,2,40,2016,A,WR,70,2017,8637.25,0,0,0,0.0,0,0,0,0,1,6,0,36,30,373,1,0,0,0,0,0.0,0.6,73.3,0,73.9
944,20091,194,2,40,2016,H,WR,70,2017,8643.416667,0,0,0,0.0,0,0,0,0,2,7,0,15,8,102,0,0,0,0,0,0.0,0.7,18.2,0,18.9
949,4063,224,2,49,2006,A,QB,74,2017,12583.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
950,4063,224,2,49,2006,H,QB,74,2017,12584.5,5,5,33,94.2,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,1.32,-0.3,0.0,0,1.02
953,16794,208,0,0,0,A,RB,67,2017,9647.5,0,0,0,0.0,0,0,0,0,7,13,0,1,0,0,0,0,0,0,0,0.0,1.3,0.0,0,1.3
954,16794,208,0,0,0,H,RB,67,2017,9636.5,0,0,0,0.0,0,0,0,0,13,48,0,7,5,20,0,0,0,0,0,0.0,4.8,7.0,0,11.8
961,12309,189,5,161,2013,A,WR,72,2017,9977.083333,0,0,0,0.0,0,0,0,0,1,11,0,11,5,65,0,0,0,0,0,0.0,1.1,11.5,0,12.6
962,12309,189,5,161,2013,H,WR,72,2017,9975.75,0,0,0,0.0,0,0,0,0,1,-8,0,14,7,82,1,0,0,0,0,0.0,-0.8,21.2,0,20.4
969,18152,205,0,0,0,A,RB,68,2017,10970.5,0,0,0,0.0,0,0,0,0,1,2,0,5,3,7,0,121,0,22,0,0.0,0.2,3.7,0,3.9
970,18152,205,0,0,0,H,RB,68,2017,10961.875,0,0,0,0.0,0,0,0,0,0,0,0,2,2,11,0,217,1,0,0,0.0,0.0,3.1,6,9.1
973,6368,197,4,106,2014,A,WR,69,2017,9566.5,0,0,0,0.0,0,0,0,0,1,-1,0,28,12,142,2,0,0,38,0,0.0,-0.1,38.2,0,38.1
974,6368,197,4,106,2014,H,WR,69,2017,9550.5,0,0,0,0.0,0,0,0,0,2,18,0,27,16,181,0,0,0,9,0,0.0,1.8,34.1,0,35.9
981,21340,255,4,104,2011,A,TE,77,2017,10684.0,0,0,0,0.0,0,0,0,0,0,0,0,3,3,18,1,0,0,0,0,0.0,0.0,10.8,0,10.8
982,21340,255,4,104,2011,H,TE,77,2017,10680.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
989,23658,225,3,94,2014,A,RB,70,2017,9735.5,0,0,0,0.0,0,0,0,0,27,123,1,2,0,0,0,0,0,0,0,0.0,18.3,0.0,0,18.3
990,23658,225,3,94,2014,H,RB,70,2017,9735.5,0,0,0,0.0,0,0,0,0,12,15,1,2,2,23,0,0,0,0,0,0.0,7.5,4.3,0,11.8
995,15941,195,0,0,0,A,RB,70,2017,9313.25,0,0,0,0.0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0.0,1.9,0.0,0,1.9
996,15941,195,0,0,0,H,RB,70,2017,9326.75,0,0,0,0.0,0,0,0,0,4,11,0,0,0,0,0,83,0,0,0,0.0,1.1,0.0,0,1.1
1006,9145,257,7,243,2007,A,TE,77,2017,12159.58333,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1007,9145,257,7,243,2007,H,TE,77,2017,12146.85,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1010,21872,204,0,0,0,A,WR,77,2017,9391.583333,0,0,0,0.0,0,0,0,0,0,0,0,5,2,15,0,0,0,8,0,0.0,0.0,3.5,0,3.5
1011,21872,204,0,0,0,H,WR,77,2017,9377.25,0,0,0,0.0,0,0,0,0,0,0,0,5,4,40,0,0,0,15,0,0.0,0.0,8.0,0,8.0
1023,21033,252,5,154,2017,A,TE,77,2017,8489.0,0,0,0,0.0,0,0,0,0,0,0,0,2,1,7,1,0,0,0,0,0.0,0.0,7.7,0,7.7
1024,21033,252,5,154,2017,H,TE,77,2017,8482.083333,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1029,289,255,3,64,2012,A,TE,75,2017,10099.75,0,0,0,0.0,0,0,0,0,0,0,0,5,3,35,1,0,0,0,0,0.0,0.0,12.5,0,12.5
1030,289,255,3,64,2012,H,TE,75,2017,10093.08333,0,0,0,0.0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0.0,0.0,1.2,0,1.2
1031,10089,239,0,0,0,A,TE,76,2017,8736.8,0,0,0,0.0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0.0,0.0,1.5,0,1.5
1032,10089,239,0,0,0,H,TE,76,2017,8737.4,0,0,0,0.0,0,0,0,0,0,0,0,3,2,32,0,0,0,0,0,0.0,0.0,5.2,0,5.2
1042,13113,192,2,39,2014,A,WR,72,2017,9459.958333,0,1,0,6.6,0,0,0,0,0,0,0,28,14,197,0,0,0,7,0,0.0,0.0,33.7,0,33.7
1043,13113,192,2,39,2014,H,WR,72,2017,9455.25,0,0,0,0.0,0,0,0,0,1,17,0,52,30,354,2,0,0,6,0,0.0,1.7,77.4,0,79.1
1044,7203,240,1,4,2017,A,RB,72,2017,8309.7,0,0,0,0.0,0,0,0,0,118,503,3,15,13,110,1,0,0,0,0,0.0,68.3,30.0,0,98.3
1045,7203,240,1,4,2017,H,RB,72,2017,8300.25,0,0,0,0.0,0,0,0,0,69,262,3,15,9,63,0,0,0,0,0,0.0,44.2,15.3,0,59.5
1054,13860,214,0,0,0,A,RB,68,2017,9015.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1055,13860,214,0,0,0,H,RB,68,2017,9021.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1058,9655,250,2,35,2016,A,TE,77,2017,8354.166667,0,0,0,0.0,0,0,0,0,0,0,0,24,16,226,2,0,0,0,0,0.0,0.0,50.6,0,50.6
1059,9655,250,2,35,2016,H,TE,77,2017,8343.3,0,0,0,0.0,0,0,0,0,0,0,0,20,15,194,1,0,0,0,0,0.0,0.0,40.4,0,40.4
1065,23860,202,0,0,0,A,RB,70,2017,10478.5,0,0,0,0.0,0,0,0,0,1,1,0,3,3,34,1,49,0,0,0,0.0,0.1,12.4,0,12.5
1066,23860,202,0,0,0,H,RB,70,2017,10464.66667,0,0,0,0.0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0,0.9
1071,11487,208,5,182,2017,A,RB,69,2017,8350.75,0,0,0,0.0,0,0,0,0,35,178,1,6,3,10,0,0,0,0,0,0.0,23.8,4.0,0,27.8
1072,11487,208,5,182,2017,H,RB,69,2017,8350.25,0,0,0,0.0,0,0,0,0,35,192,2,10,5,6,0,0,0,0,0,0.0,31.2,5.6,0,36.8
1075,23784,210,1,7,2015,H,WR,75,2017,9208.25,0,0,0,0.0,0,0,0,0,0,0,0,4,2,6,0,0,0,0,0,0.0,0.0,2.6,0,2.6
1083,7461,230,2,41,2015,A,WR,77,2017,8548.916667,0,0,0,0.0,0,0,0,0,0,0,0,45,29,303,3,0,0,0,0,0.0,0.0,77.3,0,77.3
1084,7461,230,2,41,2015,H,WR,77,2017,8547.35,0,0,0,0.0,0,0,0,0,0,0,0,38,21,340,2,0,0,0,0,0.0,0.0,67.0,0,67.0
1087,5938,210,3,73,2016,A,RB,73,2017,8668.25,0,0,0,0.0,0,0,0,0,24,121,1,9,6,39,1,121,0,0,0,0.0,18.1,15.9,0,34.0
1088,5938,210,3,73,2016,H,RB,73,2017,8671.15,0,0,0,0.0,0,0,0,0,18,79,0,11,9,50,0,26,0,0,0,0.0,7.9,14.0,0,21.9
1093,21900,203,3,72,2017,A,WR,71,2017,8267.833333,0,0,0,0.0,0,0,0,0,4,27,0,10,5,95,0,0,0,0,0,0.0,2.7,14.5,0,17.2
1094,21900,203,3,72,2017,H,WR,71,2017,8261.3,0,0,0,0.0,0,0,0,0,2,3,0,14,9,121,1,0,0,0,0,0.0,0.3,27.1,0,27.4
1099,21319,194,5,144,2013,A,WR,73,2017,9312.75,0,0,0,0.0,0,0,0,0,0,0,0,43,23,316,2,0,0,0,0,0.0,0.0,66.6,0,66.6
1100,21319,194,5,144,2013,H,WR,73,2017,9315.65,0,0,0,0.0,0,0,0,0,0,0,0,26,20,319,3,0,0,0,0,0.0,0.0,69.9,0,69.9
1108,10635,215,1,28,2011,A,RB,70,2017,10161.08333,0,0,0,0.0,0,0,0,0,88,385,4,25,17,111,0,0,0,0,0,0.0,62.5,28.1,0,90.6
1109,10635,215,1,28,2011,H,RB,70,2017,10168.15,0,0,0,0.0,0,0,0,0,78,452,4,21,19,107,0,0,0,0,0,0.0,69.2,29.7,0,98.9
1114,24649,201,2,41,2013,A,WR,73,2017,9322.85,0,0,0,0.0,0,0,0,0,0,0,0,36,25,346,2,0,0,0,0,0.0,0.0,71.6,0,71.6
1115,24649,201,2,41,2013,H,WR,73,2017,9312.25,0,0,0,0.0,0,0,0,0,2,12,0,34,22,357,2,0,0,0,0,0.0,1.2,69.7,0,70.9
1120,18248,217,0,0,0,A,RB,70,2017,8848.2,0,0,0,0.0,0,0,0,0,29,83,0,7,5,43,0,0,0,0,0,0.0,8.3,9.3,0,17.6
1121,18248,217,0,0,0,H,RB,70,2017,8841.333333,0,0,0,0.0,0,0,0,0,20,42,0,3,2,31,0,0,0,0,0,0.0,4.2,5.1,0,9.3
1124,7176,195,0,0,0,A,RB,72,2017,8762.75,0,0,0,0.0,0,0,0,0,0,0,0,2,2,26,0,0,0,0,0,0.0,0.0,4.6,0,4.6
1125,7176,195,0,0,0,H,RB,72,2017,8738.875,0,0,0,0.0,0,0,0,0,1,4,0,4,3,18,0,50,0,0,0,0.0,0.4,4.8,0,5.2
1130,13982,218,1,1,2004,A,QB,76,2017,13433.5,146,217,1388,87.35,8,4,13,72,6,20,1,0,0,0,0,0,0,0,0,82.52,8.0,0.0,0,90.52
1131,13982,218,1,1,2004,H,QB,76,2017,13439.8,101,178,1023,77.92,6,3,13,88,2,5,0,0,0,0,0,0,0,0,0,57.92,0.5,0.0,0,58.42
1132,14462,200,0,0,0,A,WR,74,2017,8541.25,0,0,0,0.0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0.0,0.0,1.4,0,1.4
1133,14462,200,0,0,0,H,WR,74,2017,8535.416667,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1140,19827,204,0,0,0,H,WR,74,2017,9425.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1145,3772,199,3,73,2008,A,RB,71,2017,11262.3,0,0,0,0.0,0,0,0,0,26,101,1,13,12,56,0,0,0,0,0,0.0,16.1,17.6,0,33.7
1146,3772,199,3,73,2008,H,RB,71,2017,11247.33333,0,0,0,0.0,0,0,0,0,40,183,0,7,3,22,0,0,0,0,0,0.0,18.3,5.2,0,23.5
1147,17422,206,0,0,0,A,RB,72,2017,9527.958333,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0.0,0.0,0.0,0,0.0
1148,17422,206,0,0,0,H,RB,72,2017,9530.9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1152,2414,231,3,91,2016,A,QB,76,2017,8706.15,84,138,961,93.82,6,2,11,64,10,66,0,0,0,0,0,0,0,0,0,59.44,6.6,0.0,0,66.04
1153,2414,231,3,91,2016,H,QB,76,2017,8712.25,112,185,1407,85.9,3,3,32,189,31,104,3,0,0,0,0,0,0,0,0,36.28,28.4,0.0,0,64.68
1154,6249,223,0,0,0,A,RB,73,2017,8325.833333,0,0,0,0.0,0,0,0,0,9,48,1,0,0,0,0,22,0,0,0,0.0,10.8,0.0,0,10.8
1155,6249,223,0,0,0,H,RB,73,2017,8332.9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0.0
1160,20090,195,0,0,0,A,WR,73,2017,9890.875,0,0,0,0.0,0,0,0,0,0,0,0,9,8,115,1,33,0,0,0,0.0,0.0,25.5,0,25.5
1161,20090,195,0,0,0,H,WR,73,2017,9889.35,0,0,0,0.0,0,0,0,0,1,11,0,18,6,58,0,32,0,0,0,0.0,1.1,11.8,0,12.9
1164,22838,244,0,0,0,H,TE,76,2017,9196.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1165,7848,191,5,166,2017,H,WR,71,2017,8286.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1173,2158,197,2,55,2016,A,WR,73,2017,8369.583333,0,0,0,0.0,0,0,0,0,0,0,0,4,4,31,0,0,0,0,0,0.0,0.0,7.1,0,7.1
1174,2158,197,2,55,2016,H,WR,73,2017,8369.583333,0,0,0,0.0,0,0,0,0,0,0,0,8,5,34,1,0,0,0,0,0.0,0.0,14.4,0,14.4
1178,5565,251,0,0,0,A,RB,75,2017,10681.25,0,0,0,0.0,0,0,0,0,0,0,0,4,3,22,0,0,0,0,0,0.0,0.0,5.2,0,5.2
1179,5565,251,0,0,0,H,RB,75,2017,10674.58333,0,0,0,0.0,0,0,0,0,0,0,0,3,2,14,0,0,0,0,0,0.0,0.0,3.4,0,3.4
1182,6521,192,4,119,2016,A,RB,70,2017,8747.75,0,0,0,0.0,0,0,0,0,1,4,0,6,4,20,0,69,0,35,0,0.0,0.4,6.0,0,6.4
1183,6521,192,4,119,2016,H,RB,70,2017,8749.25,0,0,0,0.0,0,0,0,0,3,8,0,5,4,18,0,24,0,25,0,0.0,0.8,5.8,0,6.6
1185,3203,180,0,0,0,A,WR,69,2017,9002.5,0,0,0,0.0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0.0,1.2,0.0,0,1.2
1186,3203,180,0,0,0,H,WR,69,2017,9002.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0,0.0
1189,9485,198,6,190,2014,A,WR,73,2017,9361.25,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0.0,1.1,0,1.1
1190,9485,198,6,190,2014,H,WR,73,2017,9399.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1195,15581,221,3,90,2014,A,WR,74,2017,8833.4,0,0,0,0.0,0,0,0,0,0,0,0,17,10,154,1,0,0,0,0,0.0,0.0,31.4,0,31.4
1196,15581,221,3,90,2014,H,WR,74,2017,8839.5,0,0,0,0.0,0,0,0,0,0,0,0,22,11,200,1,0,0,0,0,0.0,0.0,37.0,0,37.0
1201,15373,233,6,180,2009,A,TE,76,2017,12056.375,0,0,0,0.0,0,0,0,0,0,0,0,16,10,112,1,0,0,0,0,0.0,0.0,27.2,0,27.2
1202,15373,233,6,180,2009,H,TE,76,2017,12050.375,0,0,0,0.0,0,0,0,0,0,0,0,19,10,124,1,0,0,0,0,0.0,0.0,28.4,0,28.4
1205,2294,255,0,0,0,A,TE,76,2017,8692.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1206,2294,255,0,0,0,H,TE,76,2017,8682.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1215,9751,205,1,7,2009,A,WR,74,2017,11183.83333,0,0,0,0.0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0.0,0.3,0.0,0,0.3
1216,9751,205,1,7,2009,H,WR,74,2017,11197.7,0,0,0,0.0,0,0,0,0,0,0,0,1,1,44,0,0,0,0,0,0.0,0.0,5.4,0,5.4
1219,17444,226,5,171,2017,A,QB,74,2017,8599.75,6,14,66,17.9,0,5,0,0,2,4,0,0,0,0,0,0,0,0,0,-7.36,0.4,0.0,0,-6.96
1220,17444,226,5,171,2017,H,QB,74,2017,8592.75,7,10,79,126.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16,0.0,0.0,0,9.16
1229,13109,235,0,0,0,A,TE,76,2017,9434.916667,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1230,13109,235,0,0,0,H,TE,76,2017,9413.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1237,10340,215,0,0,0,A,QB,75,2017,11692.20833,75,136,757,61.16666667,2,2,8,61,3,3,0,0,0,0,0,0,0,0,0,30.28,0.3,0.0,0,30.58
1238,10340,215,0,0,0,H,QB,75,2017,11660.25,47,72,525,84.15,2,2,8,51,2,4,1,0,0,0,0,0,0,0,0,21.0,6.4,0.0,0,27.4
1250,21069,230,1,1,2009,A,QB,74,2017,10845.45,106,168,1303,102.74,9,3,18,109,12,27,0,0,0,0,0,0,0,0,0,82.12,2.7,0.0,0,84.82
1251,21069,230,1,1,2009,H,QB,74,2017,10845.25,141,227,1707,98.86666667,12,3,18,89,10,61,0,0,0,0,0,0,0,0,0,116.28,6.1,0.0,0,122.38
1256,6527,254,2,47,2013,A,TE,78,2017,9771.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1257,6527,254,2,47,2013,H,TE,78,2017,9761.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1262,4919,210,0,0,0,A,RB,70,2017,9971.5,0,0,0,0.0,0,0,0,0,7,25,0,3,2,9,0,63,0,0,0,0.0,2.5,2.9,0,5.4
1263,4919,210,0,0,0,H,RB,70,2017,9961.95,0,0,0,0.0,0,0,0,0,2,4,0,13,9,116,1,56,0,0,0,0.0,0.4,26.6,0,27.0
1266,6505,195,0,0,0,A,WR,72,2017,9118.416667,0,0,0,0.0,0,0,0,0,2,6,0,5,4,68,1,230,0,99,0,0.0,0.6,16.8,0,17.4
1267,6505,195,0,0,0,H,WR,72,2017,9105.65,0,0,0,0.0,0,0,0,0,3,10,0,8,6,92,0,219,0,118,0,0.0,1.0,15.2,0,16.2
1272,13302,255,1,28,2006,A,TE,78,2017,12206.91667,0,0,0,0.0,0,0,0,0,0,0,0,15,6,79,2,0,0,0,0,0.0,0.0,25.9,0,25.9
1273,13302,255,1,28,2006,H,TE,78,2017,12202.25,0,0,0,0.0,0,0,0,0,0,0,0,20,9,140,3,0,0,0,0,0.0,0.0,41.0,0,41.0
1278,14725,210,1,4,2008,A,RB,74,2017,11034.5,0,0,0,0.0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0.0,-0.2,0.0,0,-0.2
1285,6375,225,1,4,2016,A,RB,72,2017,8113.75,0,0,0,0.0,0,0,0,0,90,385,5,14,9,104,1,0,0,0,0,0.0,68.5,25.4,0,93.9
1286,6375,225,1,4,2016,H,RB,72,2017,8111.75,0,0,0,0.0,0,0,0,0,101,398,2,12,10,106,1,0,0,0,0,0.0,51.8,26.6,0,78.4
1291,10479,184,0,0,0,A,RB,69,2017,9007.4,0,0,0,0.0,0,0,0,0,1,3,0,2,1,1,0,232,0,0,0,0.0,0.3,1.1,0,1.4
1292,10479,184,0,0,0,H,RB,69,2017,9004.2,0,0,0,0.0,0,0,0,0,2,-7,0,2,1,6,0,190,0,0,0,0.0,-0.7,1.6,0,0.9
1295,11731,201,2,37,2017,A,WR,74,2017,8242.166667,0,0,0,0.0,0,0,0,0,0,0,0,41,17,199,2,0,0,0,0,0.0,0.0,48.9,0,48.9
1296,11731,201,2,37,2017,H,WR,74,2017,8225.75,0,0,0,0.0,0,0,0,0,0,0,0,20,6,70,0,0,0,0,0,0.0,0.0,13.0,0,13.0
1299,4231,194,1,15,2016,A,WR,71,2017,8508.75,0,0,0,0.0,0,0,0,0,0,0,0,15,4,73,0,0,0,0,0,0.0,0.0,11.3,0,11.3
1300,4231,194,1,15,2016,H,WR,71,2017,8499.416667,0,0,0,0.0,0,0,0,0,0,0,0,17,11,133,1,0,0,0,0,0.0,0.0,30.3,0,30.3
1303,71,244,6,184,2016,A,TE,77,2017,9053.5,0,0,0,0.0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0.0,0.0,1.6,0,1.6
1304,71,244,6,184,2016,H,TE,77,2017,9059.8,0,0,0,0.0,0,0,0,0,0,0,0,3,3,55,0,0,0,0,0,0.0,0.0,8.5,0,8.5
1309,3101,228,0,0,0,A,TE,75,2017,9473.3,0,0,0,0.0,0,0,0,0,0,0,0,2,2,19,0,0,0,0,0,0.0,0.0,3.9,0,3.9
1310,3101,228,0,0,0,H,TE,75,2017,9485.35,0,0,0,0.0,0,0,0,0,0,0,0,12,9,92,2,0,0,0,0,0.0,0.0,30.2,0,30.2
1315,14688,267,2,55,2013,A,TE,76,2017,9977.35,0,0,0,0.0,0,0,0,0,0,0,0,6,3,42,1,0,0,0,0,0.0,0.0,13.2,0,13.2
1316,14688,267,2,55,2013,H,TE,76,2017,9985.75,0,0,0,0.0,0,0,0,0,0,0,0,5,2,37,0,0,0,0,0,0.0,0.0,5.7,0,5.7
1319,13960,255,0,0,0,A,TE,78,2017,9320.416667,0,0,0,0.0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,0.0,0.0,2.1,0,2.1
1320,13960,255,0,0,0,H,TE,78,2017,9318.85,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1329,15286,204,3,85,2016,A,WR,73,2017,9091.6,0,0,0,0.0,0,0,0,0,1,1,0,13,8,68,0,0,0,0,0,0.0,0.1,14.8,0,14.9
1330,15286,204,3,85,2016,H,WR,73,2017,9085.0,0,0,0,0.0,0,0,0,0,0,0,0,6,4,9,1,0,0,0,0,0.0,0.0,10.9,0,10.9
1333,22850,256,3,94,2016,A,TE,78,2017,8990.833333,0,0,0,0.0,0,0,0,0,0,0,0,10,8,76,1,0,0,0,0,0.0,0.0,21.6,0,21.6
1334,22850,256,3,94,2016,H,TE,78,2017,8994.8,0,0,0,0.0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0.0,0.0,1.8,0,1.8
1339,4480,189,1,20,2014,A,WR,70,2017,8790.95,0,0,0,0.0,0,0,0,0,2,6,0,41,25,438,1,0,0,0,0,0.0,0.6,74.8,0,75.4
1340,4480,189,1,20,2014,H,WR,70,2017,8784.25,0,0,0,0.0,0,0,0,0,2,15,0,40,26,431,4,0,0,0,0,0.0,1.5,93.1,0,94.6
1348,6864,265,3,65,2014,A,TE,78,2017,9525.0,0,0,0,0.0,0,0,0,0,0,0,0,13,6,47,0,0,0,0,0,0.0,0.0,10.7,0,10.7
