,player_id,weight,draft_round,draft_position,draft_year,game_location,position_cleaned,height_inches,year,player_age,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_yards,kick_return_touchdowns,punt_return_yards,punt_return_touchdowns,total_passing_fantasy_points,total_rushing_fantasy_points,total_receiving_fantasy_points,total_other_fantasy_points,total_combined_fantasy_points
2325,15617,216,3,94,2015,A,WR,72,2017,9032.0,0,0,0,0.0,0,0,0,0,26,117,2,12,9,92,1,0,0,0,0,0.0,23.7,24.2,0,47.9
2326,15617,216,3,94,2015,H,WR,72,2017,9023.2,0,0,0,0.0,0,0,0,0,45,156,1,19,14,81,0,0,0,0,0,0.0,21.6,22.1,0,43.7
2331,7084,244,3,88,2012,H,QB,77,2017,10520.66667,4,4,56,71.5,0,0,1,8,7,-6,0,0,0,0,0,0,0,0,0,1.24,-0.6,0.0,0,0.64
2336,3227,210,0,0,0,A,RB,73,2017,10506.33333,0,0,0,0.0,0,0,0,0,9,45,0,9,9,60,0,0,0,0,0,0.0,4.5,15.0,0,19.5
2337,3227,210,0,0,0,H,RB,73,2017,10476.0,0,0,0,0.0,0,0,0,0,1,3,0,3,3,26,0,0,0,0,0,0.0,0.3,5.6,0,5.9
2342,152,213,0,0,0,A,WR,74,2017,10362.4,0,0,0,0.0,0,0,0,0,0,0,0,18,6,61,0,0,0,0,0,0.0,0.0,12.1,0,12.1
2343,152,213,0,0,0,H,WR,74,2017,10363.6,0,0,0,0.0,0,0,0,0,0,0,0,20,8,70,0,0,0,0,0,0.0,0.0,15.0,0,15.0
2348,24731,182,4,118,2012,A,WR,70,2017,10195.15,0,0,0,0.0,0,0,0,0,0,0,0,7,4,41,1,0,0,0,0,0.0,0.0,14.1,0,14.1
2349,24731,182,4,118,2012,H,WR,70,2017,10181.25,0,0,0,0.0,0,0,0,0,0,0,0,10,7,107,1,0,0,0,0,0.0,0.0,23.7,0,23.7
2354,2641,205,0,0,0,A,WR,74,2017,10140.58333,0,0,0,0.0,0,0,0,0,0,0,0,26,11,174,1,0,0,0,0,0.0,0.0,34.4,0,34.4
2355,2641,205,0,0,0,H,WR,74,2017,10148.35,0,0,0,0.0,0,0,0,0,0,0,0,26,14,227,2,0,0,0,0,0.0,0.0,48.7,0,48.7
2361,14392,224,4,123,2015,A,WR,74,2017,9621.5,0,0,0,0.0,0,0,0,0,2,2,1,0,0,0,0,14,0,0,0,0.0,6.2,0.0,0,6.2
2362,14392,224,4,123,2015,H,WR,74,2017,9623.9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2367,23393,211,1,4,2014,A,WR,73,2017,8892.6,0,0,0,0.0,0,0,0,0,0,0,0,19,12,237,3,0,0,0,0,0.0,0.0,53.7,0,53.7
2368,23393,211,1,4,2014,H,WR,73,2017,8890.166667,0,0,0,0.0,0,0,0,0,0,0,0,28,16,253,2,0,0,0,0,0.0,0.0,53.3,0,53.3
2373,21908,221,6,180,2011,A,QB,72,2017,10307.66667,112,176,1099,90.83333333,6,1,22,127,35,170,2,0,0,0,0,0,0,0,0,55.96,29.0,0.0,0,84.96
2374,21908,221,6,180,2011,H,QB,72,2017,10298.6,85,132,926,89.94,6,2,9,35,31,132,1,0,0,0,0,0,0,0,0,60.04,19.2,0.0,0,79.24
2375,4892,255,0,0,0,A,TE,77,2017,8858.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2376,24190,218,1,7,2017,A,WR,76,2017,8432.0,0,0,0,0.0,0,0,0,0,0,0,0,5,4,46,0,0,0,0,0,0.0,0.0,8.6,0,8.6
2377,24190,218,1,7,2017,H,WR,76,2017,8432.75,0,0,0,0.0,0,0,0,0,0,0,0,10,5,38,0,0,0,0,0,0.0,0.0,8.8,0,8.8
2378,23402,221,1,12,2017,A,QB,74,2017,8053.833333,56,87,828,91.13333333,6,5,10,71,21,175,1,0,0,0,0,0,0,0,0,49.12,23.5,0.0,0,72.62
2379,23402,221,1,12,2017,H,QB,74,2017,8052.4375,70,117,871,102.15,13,3,9,45,15,94,1,0,0,0,0,0,0,0,0,97.84,15.4,0.0,0,113.24
2380,7144,233,3,89,2017,A,RB,72,2017,7841.75,0,0,0,0.0,0,0,0,0,27,83,0,3,2,65,0,0,0,0,0,0.0,8.3,8.5,0,16.8
2381,7144,233,3,89,2017,H,RB,72,2017,7844.25,0,0,0,0.0,0,0,0,0,51,244,2,5,4,18,0,12,0,0,0,0.0,36.4,5.8,0,42.2
2386,3487,214,2,36,2014,A,QB,74,2017,9690.5,103,160,1136,87.54,6,5,9,51,8,4,0,0,0,0,0,0,0,0,0,62.44,0.4,0.0,0,62.84
2387,3487,214,2,36,2014,H,QB,74,2017,9708.1,119,183,1308,101.96,10,3,4,17,5,12,0,0,0,0,0,0,0,0,0,102.32,1.2,0.0,0,103.52
2389,20002,198,0,0,0,A,WR,71,2017,8580.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0.0,0.0,0.0,0,0.0
2393,8113,190,0,0,0,A,WR,75,2017,10118.41667,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2394,8113,190,0,0,0,H,WR,75,2017,10120.35,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2401,14591,215,2,53,2009,A,RB,70,2017,10694.91667,0,0,0,0.0,0,0,0,0,98,336,1,25,20,134,1,0,0,0,0,0.0,39.6,39.4,0,79.0
2402,14591,215,2,53,2009,H,RB,70,2017,10685.85,0,0,0,0.0,0,0,0,0,94,422,3,32,26,161,0,0,0,0,0,0.0,60.2,42.1,0,102.3
2407,20760,231,0,0,0,A,RB,75,2017,9409.45,0,0,0,0.0,0,0,0,0,13,83,0,8,5,20,0,0,0,0,0,0.0,8.3,7.0,0,15.3
2408,20760,231,0,0,0,H,RB,75,2017,9421.392856999999,0,0,0,0.0,0,0,0,0,27,79,2,4,3,25,0,20,0,0,0,0.0,19.9,5.5,0,25.4
2411,10295,225,5,150,2016,A,RB,73,2017,8384.75,0,0,0,0.0,0,0,0,0,93,335,1,13,8,51,0,0,0,0,0,0.0,39.5,13.1,0,52.6
2412,10295,225,5,150,2016,H,RB,73,2017,8383.916667,0,0,0,0.0,0,0,0,0,106,512,4,10,8,40,0,0,0,0,0,0.0,75.2,12.0,0,87.2
2419,4644,214,4,102,2012,A,QB,75,2017,10653.85,105,154,1271,109.86,9,1,14,133,19,78,0,0,0,0,0,0,0,0,0,88.84,7.8,0.0,0,96.64
2420,4644,214,4,102,2012,H,QB,75,2017,10653.41667,144,222,1767,97.0,10,5,17,136,17,67,3,0,0,0,0,0,0,0,0,103.68,24.7,0.0,0,128.38
2425,12018,255,3,63,2013,A,TE,77,2017,10235.91667,0,1,0,0.0,0,1,0,0,1,4,0,47,33,354,2,0,0,0,0,-2.0,0.4,80.4,0,78.8
2426,12018,255,3,63,2013,H,TE,77,2017,10240.1,0,0,0,0.0,0,0,0,0,1,3,0,39,29,423,3,0,0,0,0,0.0,0.3,89.3,0,89.6
2431,16649,247,6,194,2015,A,TE,75,2017,9183.916667,0,0,0,0.0,0,0,0,0,0,0,0,16,12,131,0,0,0,0,0,0.0,0.0,25.1,0,25.1
2432,16649,247,6,194,2015,H,TE,75,2017,9174.85,0,0,0,0.0,0,0,0,0,0,0,0,10,6,123,1,0,0,0,0,0.0,0.0,24.3,0,24.3
2437,8279,199,5,142,2014,A,WR,72,2017,9801.1,0,0,0,0.0,0,0,0,0,0,0,0,14,12,144,3,0,0,0,0,0.0,0.0,44.4,0,44.4
2438,8279,199,5,142,2014,H,WR,72,2017,9800.666667,0,0,0,0.0,0,0,0,0,0,0,0,27,19,197,0,0,0,0,0,0.0,0.0,38.7,0,38.7
2439,14406,230,7,238,2017,A,RB,71,2017,8535.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2440,14406,230,7,238,2017,H,RB,71,2017,8535.75,0,0,0,0.0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,0.0,-0.1,0.0,0,-0.1
2445,11648,225,4,115,2013,H,QB,76,2017,10453.0,0,0,0,0.0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,0.0,-0.3,0.0,0,-0.3
2450,8337,205,1,4,2011,A,WR,76,2017,10677.58333,0,0,0,0.0,0,0,0,0,0,0,0,44,28,386,4,0,0,0,0,0.0,0.0,90.6,0,90.6
2451,8337,205,1,4,2011,H,WR,76,2017,10664.85,0,0,0,0.0,0,0,0,0,0,0,0,47,25,423,2,0,0,0,0,0.0,0.0,79.3,0,79.3
2456,11012,230,2,45,2012,A,WR,76,2017,10095.75,0,0,0,0.0,0,0,0,0,0,0,0,43,21,297,3,0,0,0,0,0.0,0.0,68.7,0,68.7
2457,11012,230,2,45,2012,H,WR,76,2017,10114.25,0,0,0,0.0,0,0,0,0,0,0,0,46,22,322,4,0,0,0,0,0.0,0.0,78.2,0,78.2
2462,7214,264,4,108,2015,A,RB,71,2017,9940.75,0,0,0,0.0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0.0,6.3,0.0,0,6.3
2463,7214,264,4,108,2015,H,RB,71,2017,9941.55,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0,0.1
2466,3826,204,4,139,2017,A,WR,75,2017,8696.25,0,0,0,0.0,0,0,0,0,0,0,0,1,1,10,0,20,0,0,0,0.0,0.0,2.0,0,2.0
2467,3826,204,4,139,2017,H,WR,75,2017,8709.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2474,22612,222,4,106,2012,A,RB,70,2017,10162.75,0,0,0,0.0,0,0,0,0,11,18,1,6,5,33,0,0,0,0,0,0.0,7.8,8.3,0,16.1
2475,22612,222,4,106,2012,H,RB,70,2017,10160.08333,0,0,0,0.0,0,0,0,0,12,35,0,5,4,23,0,0,0,0,0,0.0,3.5,6.3,0,9.8
2480,22783,262,5,157,2015,A,TE,77,2017,9414.583333,0,0,0,0.0,0,0,0,0,0,0,0,4,2,18,0,0,0,0,0,0.0,0.0,3.8,0,3.8
2481,22783,262,5,157,2015,H,TE,77,2017,9421.583333,0,0,0,0.0,0,0,0,0,0,0,0,2,1,21,0,0,0,0,0,0.0,0.0,3.1,0,3.1
2486,12106,240,2,47,2011,A,TE,75,2017,10857.25,0,0,0,0.0,0,0,0,0,0,0,0,3,2,33,0,0,0,0,0,0.0,0.0,5.3,0,5.3
2487,12106,240,2,47,2011,H,TE,75,2017,10848.75,0,0,0,0.0,0,0,0,0,0,0,0,15,8,107,1,0,0,0,0,0.0,0.0,24.7,0,24.7
2494,17083,209,1,14,2015,A,WR,75,2017,9039.5,0,0,0,0.0,0,0,0,0,0,0,0,31,19,232,1,0,0,0,0,0.0,0.0,48.2,0,48.2
2495,17083,209,1,14,2015,H,WR,75,2017,9042.75,0,0,0,0.0,0,0,0,0,0,0,0,26,16,177,0,0,0,0,0,0.0,0.0,33.7,0,33.7
2500,1603,202,2,37,2013,A,RB,69,2017,9467.583333,0,0,0,0.0,0,0,0,0,15,52,0,17,13,119,2,7,0,0,0,0.0,5.2,36.9,0,42.1
2501,1603,202,2,37,2013,H,RB,69,2017,9454.9,0,0,0,0.0,0,0,0,0,19,69,0,11,6,100,0,0,0,0,0,0.0,6.9,16.0,0,22.9
2504,13992,229,3,89,2015,A,QB,78,2017,9327.25,0,0,0,0.0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0.0,-0.1,0.0,0,-0.1
2505,13992,229,3,89,2015,H,QB,78,2017,9292.25,1,1,12,58.35,0,0,0,0,4,-8,0,0,0,0,0,0,0,0,0,0.48,-0.8,0.0,0,-0.32
2510,10,198,2,54,2015,A,RB,68,2017,8893.2,0,0,0,0.0,0,0,0,0,83,304,2,9,6,37,1,15,0,0,0,0.0,42.4,15.7,0,58.1
2511,10,198,2,54,2015,H,RB,68,2017,8893.0,0,0,0,0.0,0,0,0,0,67,201,1,18,14,96,0,0,0,0,0,0.0,26.1,23.6,0,49.7
2519,5051,218,0,0,0,A,QB,72,2017,11358.75,0,0,0,0.0,0,0,0,0,3,-2,0,0,0,0,0,0,0,0,0,0.0,-0.2,0.0,0,-0.2
2524,23996,255,0,0,0,A,TE,76,2017,10957.8,0,0,0,0.0,0,0,0,0,0,0,0,4,3,52,0,0,0,0,0,0.0,0.0,8.2,0,8.2
2525,23996,255,0,0,0,H,TE,76,2017,10963.875,0,0,0,0.0,0,0,0,0,0,0,0,7,6,50,0,0,0,0,0,0.0,0.0,11.0,0,11.0
2528,18575,207,0,0,0,A,RB,68,2017,8758.85,0,0,0,0.0,0,0,0,0,19,68,0,11,8,65,0,16,0,49,0,0.0,6.8,14.5,0,21.3
2529,18575,207,0,0,0,H,RB,68,2017,8773.583333,0,0,0,0.0,0,0,0,0,32,161,1,17,13,145,1,29,0,63,0,0.0,22.1,33.5,0,55.6
2537,5252,208,0,0,0,A,RB,73,2017,7984.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2538,5252,208,0,0,0,H,RB,73,2017,8011.875,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0,0.1
2543,20487,208,5,153,2016,A,RB,70,2017,8643.083333,0,0,0,0.0,0,0,0,0,17,42,1,9,6,47,0,55,0,0,0,0.0,10.2,10.7,0,20.9
2544,20487,208,5,153,2016,H,RB,70,2017,8674.25,0,0,0,0.0,0,0,0,0,26,126,0,6,4,32,0,38,0,0,0,0.0,12.6,7.2,0,19.8
2557,3009,214,6,190,2013,A,RB,70,2017,9978.416667,0,0,0,0.0,0,0,0,0,17,55,0,13,10,89,2,0,0,0,0,0.0,5.5,30.9,0,36.4
2558,3009,214,6,190,2013,H,RB,70,2017,9973.0,0,0,0,0.0,0,0,0,0,26,111,1,13,11,90,1,0,0,0,0,0.0,17.1,26.0,0,43.1
2565,13332,168,0,0,0,A,WR,67,2017,9123.416667,0,0,0,0.0,0,0,0,0,1,8,0,9,6,68,0,57,0,0,0,0.0,0.8,12.8,0,13.6
2566,13332,168,0,0,0,H,WR,67,2017,9132.6875,0,0,0,0.0,0,0,0,0,0,0,0,2,1,16,0,105,0,38,0,0.0,0.0,2.6,0,2.6
2577,2328,209,2,32,2001,A,QB,72,2017,14153.833330000001,145,202,1540,103.25,8,2,7,51,12,13,2,0,0,0,0,0,0,0,0,98.6,13.3,0.0,0,111.9
2578,2328,209,2,32,2001,H,QB,72,2017,14160.9,121,171,1489,105.44,8,3,6,38,10,3,0,0,0,0,0,0,0,0,0,95.56,0.3,0.0,0,95.86
2587,22027,174,4,124,2014,A,RB,69,2017,9048.0,0,0,0,0.0,0,0,0,0,1,4,0,9,9,76,1,155,0,15,0,0.0,0.4,22.6,0,23.0
2588,22027,174,4,124,2014,H,RB,69,2017,9052.2,0,0,0,0.0,0,0,0,0,0,0,0,4,3,61,1,67,0,0,0,0.0,0.0,15.1,0,15.1
2589,7545,215,4,140,2017,A,RB,72,2017,8701.0,0,0,0,0.0,0,0,0,0,32,128,0,8,6,19,1,0,0,0,0,0.0,12.8,13.9,0,26.7
2590,7545,215,4,140,2017,H,RB,72,2017,8701.75,0,0,0,0.0,0,0,0,0,31,132,0,13,8,42,0,0,0,0,0,0.0,13.2,12.2,0,25.4
2591,1350,219,3,104,2017,A,QB,74,2017,8733.75,36,72,412,39.66666667,2,3,6,42,7,54,0,0,0,0,0,0,0,0,0,16.48,5.4,0.0,0,21.88
2592,1350,219,3,104,2017,H,QB,74,2017,8758.3125,87,152,1018,79.5,2,3,13,99,19,82,3,0,0,0,0,0,0,0,0,33.72,26.2,0.0,0,59.92
2597,10549,195,0,0,0,A,WR,75,2017,9456.0,0,0,0,0.0,0,0,0,0,0,0,0,25,14,206,0,0,0,0,0,0.0,0.0,34.6,0,34.6
2598,10549,195,0,0,0,H,WR,75,2017,9468.3,0,0,0,0.0,0,0,0,0,0,0,0,26,22,240,2,0,0,0,0,0.0,0.0,58.0,0,58.0
2599,10086,221,4,118,2017,A,WR,76,2017,8785.95,0,0,0,0.0,0,0,0,0,0,0,0,6,6,77,0,0,0,0,0,0.0,0.0,13.7,0,13.7
2600,10086,221,4,118,2017,H,WR,76,2017,8804.5,0,0,0,0.0,0,0,0,0,0,0,0,7,6,114,1,0,0,0,0,0.0,0.0,23.4,0,23.4
2608,7971,225,3,73,2013,A,QB,79,2017,10167.75,52,78,519,47.9,2,4,2,24,1,0,0,0,0,0,0,0,0,0,0,22.76,0.0,0.0,0,22.76
2609,7971,225,3,73,2013,H,QB,79,2017,10140.75,41,62,314,80.5,2,1,6,54,3,4,0,0,0,0,0,0,0,0,0,16.56,0.4,0.0,0,16.96
2610,8823,190,0,0,0,A,WR,70,2017,8979.0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2611,8823,190,0,0,0,H,WR,70,2017,8968.0,0,0,0,0.0,0,0,0,0,0,0,0,4,1,40,1,0,0,0,0,0.0,0.0,11.0,0,11.0
2616,5403,206,3,87,2010,A,WR,75,2017,11176.83333,0,1,0,6.6,0,0,0,0,0,0,0,22,15,139,0,22,0,0,0,0.0,0.0,28.9,0,28.9
2617,5403,206,3,87,2010,H,WR,75,2017,11170.3,0,0,0,0.0,0,0,0,0,0,0,0,29,19,187,1,0,0,0,0,0.0,0.0,43.7,0,43.7
2623,10016,220,0,0,0,A,WR,73,2017,10570.33333,0,0,0,0.0,0,0,0,0,0,0,0,21,14,171,2,0,0,0,0,0.0,0.0,43.1,0,43.1
2624,10016,220,0,0,0,H,WR,73,2017,10572.65,0,0,0,0.0,0,0,0,0,3,17,0,33,19,267,3,0,0,0,0,0.0,1.7,63.7,0,65.4
2629,12687,255,0,0,0,A,RB,72,2017,12785.75,0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,0,9,0,0,0,0.0,0.2,0.0,0,0.2
2630,12687,255,0,0,0,H,RB,72,2017,12791.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2634,20622,218,2,39,2013,H,QB,75,2017,9887.75,0,2,0,39.6,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0.0,-0.1,0.0,0,-0.1
2635,10496,216,3,86,2017,A,RB,70,2017,8104.5,0,0,0,0.0,0,0,0,0,108,624,2,23,20,176,2,0,0,0,0,0.0,74.4,49.6,0,124.0
2636,10496,216,3,86,2017,H,RB,70,2017,8108.7,0,0,0,0.0,0,0,0,0,76,266,2,19,16,168,0,0,0,0,0,0.0,38.6,32.8,0,71.4
2639,18846,203,4,126,2016,A,WR,73,2017,8423.708333,0,0,0,0.0,0,0,0,0,0,0,0,16,11,119,0,0,0,0,0,0.0,0.0,22.9,0,22.9
2640,18846,203,4,126,2016,H,WR,73,2017,8427.9,0,0,0,0.0,0,0,0,0,0,0,0,10,4,45,0,0,0,0,0,0.0,0.0,8.5,0,8.5
2650,19495,215,3,83,2012,A,WR,74,2017,10284.66667,0,0,0,0.0,0,0,0,0,1,3,0,38,28,271,4,0,0,0,0,0.0,0.3,79.1,0,79.4
2651,19495,215,3,83,2012,H,WR,74,2017,10288.0,1,1,51,39.575,1,0,0,0,1,4,0,23,17,181,0,0,0,0,0,8.04,0.4,35.1,0,43.54
2652,2084,203,0,0,0,A,WR,73,2017,8121.5,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2653,2084,203,0,0,0,H,WR,73,2017,8120.1,0,0,0,0.0,0,0,0,0,0,0,0,13,7,103,0,0,0,0,0,0.0,0.0,17.3,0,17.3
2658,4495,210,1,4,2015,A,WR,73,2017,8512.75,0,0,0,0.0,0,0,0,0,1,4,0,45,17,183,1,0,0,0,0,0.0,0.4,41.3,0,41.7
2659,4495,210,1,4,2015,H,WR,73,2017,8527.416667,0,0,0,0.0,0,0,0,0,0,0,0,40,25,316,4,0,0,0,0,0.0,0.0,80.6,0,80.6
2664,2304,186,0,0,0,A,WR,70,2017,8933.4,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,276,0,44,0,0.0,0.0,0.0,0,0.0
2665,2304,186,0,0,0,H,WR,70,2017,8923.75,0,0,0,0.0,0,0,0,0,0,0,0,3,3,39,0,154,0,46,0,0.0,0.0,6.9,0,6.9
2668,2692,222,7,239,2017,A,WR,74,2017,7952.45,0,0,0,0.0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0.0,0.0,2.3,0,2.3
2669,2692,222,7,239,2017,H,WR,74,2017,7972.25,0,0,0,0.0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0.0,0.0,2.4,0,2.4
2680,21004,194,1,9,2010,A,RB,71,2017,11032.5,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2681,5069,225,0,0,0,H,RB,72,2017,8207.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2688,5642,195,5,146,2015,A,WR,72,2017,8730.15,0,0,0,0.0,0,0,0,0,3,12,0,28,16,202,1,0,0,0,0,0.0,1.2,42.2,0,43.4
2689,5642,195,5,146,2015,H,WR,72,2017,8712.25,0,0,0,0.0,0,0,0,0,1,-6,0,32,24,396,4,0,0,0,0,0.0,-0.6,87.6,0,87.0
2694,4860,190,0,0,0,A,RB,71,2017,9050.2,0,0,0,0.0,0,0,0,0,66,324,1,10,6,40,0,0,0,0,0,0.0,38.4,10.0,0,48.4
2695,4860,190,0,0,0,H,RB,71,2017,9046.0,0,0,0,0.0,0,0,0,0,79,230,1,19,13,137,0,0,0,0,0,0.0,29.0,26.7,0,55.7
2696,7069,224,0,0,0,A,RB,71,2017,9395.583333,0,0,0,0.0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0.0,2.1,0.0,0,2.1
2697,7069,224,0,0,0,H,RB,71,2017,9389.05,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2700,5535,255,6,202,2015,A,TE,76,2017,9527.0,0,0,0,0.0,0,0,0,0,0,0,0,16,10,103,1,0,0,0,0,0.0,0.0,26.3,0,26.3
2701,5535,255,6,202,2015,H,TE,76,2017,9511.8,0,0,0,0.0,0,0,0,0,0,0,0,15,9,121,1,0,0,0,0,0.0,0.0,27.1,0,27.1
2708,9653,247,2,45,2016,A,RB,75,2017,8690.083333,0,0,0,0.0,0,0,0,0,57,232,1,5,3,21,0,0,0,0,0,0.0,29.2,5.1,0,34.3
2709,9653,247,2,45,2016,H,RB,75,2017,8683.55,0,0,0,0.0,0,0,0,0,57,288,2,7,4,34,0,0,0,0,0,0.0,40.8,7.4,0,48.2
2720,23705,189,3,79,2013,A,WR,71,2017,9759.0,0,0,0,0.0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2721,23705,189,3,79,2013,H,WR,71,2017,9755.5,0,0,0,0.0,0,0,0,0,0,0,0,8,1,4,0,0,0,0,0,0.0,0.0,1.4,0,1.4
2733,16423,270,2,52,2014,A,TE,79,2017,9157.0,0,0,0,0.0,0,0,0,0,0,0,0,7,2,32,0,0,0,0,0,0.0,0.0,5.2,0,5.2
2734,16423,270,2,52,2014,H,TE,79,2017,9164.85,0,0,0,0.0,0,0,0,0,0,0,0,7,5,52,1,1,0,0,0,0.0,0.0,16.2,0,16.2
2740,8489,261,1,21,2010,A,TE,77,2017,10717.45,0,0,0,0.0,0,0,0,0,0,0,0,13,9,82,1,0,0,0,0,0.0,0.0,23.2,0,23.2
2741,8489,261,1,21,2010,H,TE,77,2017,10719.85,0,0,0,0.0,0,0,0,0,0,0,0,24,16,168,1,0,0,0,0,0.0,0.0,38.8,0,38.8
2748,1526,225,2,39,2010,A,WR,74,2017,10617.0,0,0,0,0.0,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,0.0,0.0,2.2,0,2.2
2749,1526,225,2,39,2010,H,WR,74,2017,10629.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2750,21278,204,3,79,2017,A,WR,71,2017,8704.75,0,0,0,0.0,0,0,0,0,3,16,0,6,3,10,0,44,0,0,0,0.0,1.6,4.0,0,5.6
2751,21278,204,3,79,2017,H,WR,71,2017,8716.75,0,0,0,0.0,0,0,0,0,1,6,0,3,2,26,0,129,0,0,0,0.0,0.6,4.6,0,5.2
2754,8953,252,6,186,2012,A,TE,76,2017,10320.2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2755,8953,252,6,186,2012,H,TE,76,2017,10326.5,0,0,0,0.0,0,0,0,0,0,0,0,5,1,28,1,0,0,0,0,0.0,0.0,9.8,0,9.8
2760,8522,216,6,201,2013,A,TE,78,2017,10135.25,0,0,0,0.0,0,0,0,0,0,0,0,8,6,71,1,0,0,0,0,0.0,0.0,19.1,0,19.1
2761,8522,216,6,201,2013,H,TE,78,2017,10131.75,0,0,0,0.0,0,0,0,0,0,0,0,18,7,87,0,0,0,0,0,0.0,0.0,15.7,0,15.7
2764,18268,160,0,0,0,A,WR,69,2017,8460.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,85,0,46,0,0.0,0.0,0.0,0,0.0
2765,18268,160,0,0,0,H,WR,69,2017,8503.75,0,0,0,0.0,0,0,0,0,1,-1,0,1,1,12,0,6,0,8,0,0.0,-0.1,2.2,0,2.1
2770,20342,262,4,106,2013,A,TE,77,2017,9737.7,0,0,0,0.0,0,0,0,0,0,0,0,12,7,62,1,0,0,0,0,0.0,0.0,19.2,0,19.2
2771,20342,262,4,106,2013,H,TE,77,2017,9721.75,0,0,0,0.0,0,0,0,0,0,0,0,7,3,48,0,0,0,0,0,0.0,0.0,7.8,0,7.8
2776,6367,199,6,187,2013,A,RB,70,2017,10468.75,0,0,0,0.0,0,0,0,0,3,9,0,21,16,126,0,0,0,0,0,0.0,0.9,28.6,0,29.5
2777,6367,199,6,187,2013,H,RB,70,2017,10478.75,0,0,0,0.0,0,0,0,0,12,44,1,29,17,171,0,0,0,0,0,0.0,10.4,34.1,0,44.5
2778,12701,204,3,69,2017,A,WR,74,2017,8891.6,0,0,0,0.0,0,0,0,0,0,0,0,24,18,230,1,0,0,0,0,0.0,0.0,47.0,0,47.0
2779,12701,204,3,69,2017,H,WR,74,2017,8889.166667,0,1,0,6.6,0,0,0,0,0,0,0,48,28,367,2,0,0,0,0,0.0,0.0,76.7,0,76.7
2782,4828,235,0,0,0,A,TE,73,2017,8911.0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0.0,0.0,1.5,0,1.5
2783,4828,235,0,0,0,H,TE,73,2017,8911.0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0.0,0.0,1.6,0,1.6
2795,23257,201,0,0,0,A,RB,67,2017,9381.85,0,0,0,0.0,0,0,0,0,6,31,0,1,1,11,0,0,0,0,0,0.0,3.1,2.1,0,5.2
